TransactionID,OutletID,CustomerID,Item,Timestamp,Price,Quantity,Total
36,5,1147,Salad,2024-03-24 20:26:00,5.0,1,5.0
37,9,1008,Americano,2024-05-29 15:32:00,2.93,1,2.93
38,7,1287,Muffin,2024-02-19 09:39:00,4.94,3,14.82
39,2,1387,Green Tea,2024-03-25 08:30:00,2.51,2,5.02
40,4,1049,Chai Latte,2024-05-13 03:54:00,2.64,3,7.92
41,9,1516,Latte,2024-06-05 05:47:00,4.61,1,4.61
42,2,1637,Smoothie,2024-03-04 09:22:00,4.19,2,8.38
43,10,1586,Green Tea,2024-01-30 20:49:00,2.51,1,2.51
44,9,1676,Donut,2024-05-02 05:01:00,5.76,2,11.52
45,10,1277,Chai Latte,2024-04-21 07:08:00,2.64,3,7.92
46,5,1299,Iced Coffee,2024-03-28 23:20:00,3.42,2,6.84
47,2,1588,Iced Coffee,2024-05-03 12:51:00,3.42,1,3.42
48,4,1648,Smoothie,2024-04-10 22:35:00,4.19,2,8.38
49,7,1617,Americano,2024-02-13 12:22:00,2.93,2,5.86
50,8,1606,Bagel,2024-01-06 02:42:00,3.94,3,11.82
51,3,1134,Bagel,2024-02-18 01:45:00,3.94,1,3.94
52,1,1579,Mocha,2024-05-04 18:15:00,5.01,2,10.02
53,4,1146,Smoothie,2024-06-17 09:15:00,4.19,3,12.57
54,2,1489,Cappuccino,2024-04-13 22:38:00,4.01,2,8.02
55,8,1477,Americano,2024-03-14 20:08:00,2.93,1,2.93
56,4,1158,Green Tea,2024-03-23 16:51:00,2.51,2,5.02
57,2,1383,Bagel,2024-01-25 13:42:00,3.94,2,7.88
58,6,1162,Salad,2024-03-22 17:20:00,5.0,2,10.0
59,6,1440,Smoothie,2024-04-07 13:37:00,4.19,2,8.38
60,10,1188,Salad,2024-04-28 13:11:00,5.0,1,5.0
61,4,1414,Sandwich,2024-01-04 14:30:00,5.93,3,17.79
62,6,1338,Donut,2024-06-21 04:54:00,5.76,3,17.28
63,2,1606,Bagel,2024-01-09 07:15:00,3.94,2,7.88
64,10,1180,Croissant,2024-06-24 16:18:00,3.58,1,3.58
65,2,1287,Donut,2024-06-26 17:38:00,5.76,1,5.76
66,10,1186,Muffin,2024-04-21 09:10:00,4.94,1,4.94
67,4,1137,Iced Coffee,2024-03-12 03:06:00,3.42,1,3.42
68,8,1129,Croissant,2024-01-07 06:51:00,3.58,1,3.58
69,7,1193,Chai Latte,2024-01-02 18:55:00,2.64,1,2.64
70,9,1315,Donut,2024-06-05 02:15:00,5.76,2,11.52
71,8,1784,Smoothie,2024-02-02 00:10:00,4.19,3,12.57
72,5,1143,Muffin,2024-02-13 09:40:00,4.94,3,14.82
73,2,1015,Americano,2024-02-16 21:59:00,2.93,2,5.86
74,5,1301,Cappuccino,2024-05-08 20:52:00,4.01,3,12.03
75,8,1422,Sandwich,2024-05-14 21:34:00,5.93,1,5.93
76,10,1244,Chai Latte,2024-04-22 06:40:00,2.64,1,2.64
77,9,1106,Latte,2024-03-20 15:12:00,4.61,3,13.83
78,9,1087,Bagel,2024-06-19 06:37:00,3.94,1,3.94
79,1,1128,Cappuccino,2024-05-22 00:01:00,4.01,1,4.01
80,9,1340,Donut,2024-03-24 10:04:00,5.76,3,17.28
81,7,1003,Green Tea,2024-02-05 05:21:00,2.51,2,5.02
82,9,1326,Croissant,2024-02-11 20:06:00,3.58,3,10.74
83,8,1409,Muffin,2024-05-08 07:52:00,4.94,3,14.82
84,1,1305,Smoothie,2024-04-15 11:55:00,4.19,3,12.57
85,8,1606,Bagel,2024-01-12 04:09:00,3.94,3,11.82
86,8,1720,Salad,2024-01-12 00:11:00,5.0,2,10.0
87,3,1224,Croissant,2024-03-10 15:06:00,3.58,2,7.16
88,1,1347,Croissant,2024-06-11 17:33:00,3.58,1,3.58
89,8,1320,Smoothie,2024-01-30 23:43:00,4.19,1,4.19
90,3,1558,Espresso,2024-03-08 10:16:00,3.52,3,10.56
91,3,1180,Iced Coffee,2024-04-20 23:21:00,3.42,1,3.42
92,1,1617,Green Tea,2024-05-11 13:57:00,2.51,2,5.02
93,5,1710,Sandwich,2024-06-03 16:19:00,5.93,1,5.93
94,10,1385,Muffin,2024-04-07 16:33:00,4.94,1,4.94
95,7,1617,Smoothie,2024-04-21 00:32:00,4.19,1,4.19
96,10,1791,Salad,2024-05-31 00:53:00,5.0,3,15.0
97,9,1771,Latte,2024-02-22 15:10:00,4.61,1,4.61
98,7,1107,Chai Latte,2024-03-29 03:37:00,2.64,2,5.28
99,9,1530,Sandwich,2024-04-11 15:25:00,5.93,2,11.86
100,8,1409,Green Tea,2024-02-29 13:37:00,2.51,2,5.02
101,2,1295,Americano,2024-04-28 15:04:00,2.93,2,5.86
102,1,1170,Latte,2024-02-28 19:28:00,4.61,1,4.61
103,7,1330,Chai Latte,2024-04-09 02:40:00,2.64,3,7.92
104,7,1492,Bagel,2024-03-31 03:54:00,3.94,2,7.88
105,8,1194,Mocha,2024-02-26 20:54:00,5.01,2,10.02
106,5,1011,Iced Coffee,2024-02-29 01:50:00,3.42,3,10.26
107,3,1194,Sandwich,2024-06-17 21:39:00,5.93,3,17.79
108,8,1489,Bagel,2024-01-11 08:00:00,3.94,2,7.88
109,6,1794,Green Tea,2024-05-21 10:10:00,2.51,2,5.02
110,3,1181,Salad,2024-06-19 18:45:00,5.0,3,15.0
111,1,1655,Salad,2024-03-03 20:59:00,5.0,2,10.0
112,3,1315,Muffin,2024-04-03 18:39:00,4.94,2,9.88
113,5,1693,Cappuccino,2024-01-16 11:12:00,4.01,1,4.01
114,3,1029,Chai Latte,2024-06-20 14:03:00,2.64,3,7.92
115,1,1595,Americano,2024-01-06 09:58:00,2.93,1,2.93
116,5,1677,Donut,2024-04-25 12:39:00,5.76,1,5.76
117,10,1795,Smoothie,2024-03-21 14:40:00,4.19,3,12.57
118,7,1792,Cappuccino,2024-02-15 17:38:00,4.01,1,4.01
119,7,1095,Bagel,2024-02-17 04:44:00,3.94,2,7.88
120,9,1380,Latte,2024-03-21 14:56:00,4.61,1,4.61
121,10,1777,Sandwich,2024-04-04 10:22:00,5.93,3,17.79
122,10,1443,Iced Coffee,2024-01-05 07:31:00,3.42,2,6.84
123,3,1297,Bagel,2024-02-10 07:30:00,3.94,2,7.88
124,7,1736,Muffin,2024-04-15 06:08:00,4.94,2,9.88
125,1,1360,Bagel,2024-04-04 02:22:00,3.94,2,7.88
126,4,1373,Sandwich,2024-01-16 15:22:00,5.93,1,5.93
127,4,1553,Cappuccino,2024-01-11 17:30:00,4.01,1,4.01
128,5,1302,Americano,2024-04-19 11:04:00,2.93,2,5.86
129,7,1420,Chai Latte,2024-03-10 05:11:00,2.64,3,7.92
130,7,1245,Salad,2024-01-26 23:34:00,5.0,2,10.0
131,4,1719,Muffin,2024-01-23 16:15:00,4.94,1,4.94
132,7,1236,Mocha,2024-01-10 18:58:00,5.01,2,10.02
133,3,1533,Donut,2024-03-13 15:53:00,5.76,1,5.76
134,6,1184,Smoothie,2024-01-02 12:36:00,4.19,2,8.38
135,2,1467,Bagel,2024-05-20 21:44:00,3.94,3,11.82
136,10,1753,Bagel,2024-01-05 19:00:00,3.94,2,7.88
137,9,1362,Iced Coffee,2024-04-12 22:51:00,3.42,3,10.26
138,5,1282,Cappuccino,2024-06-08 16:10:00,4.01,3,12.03
139,6,1552,Iced Coffee,2024-05-10 04:25:00,3.42,2,6.84
140,4,1335,Iced Coffee,2024-03-20 21:50:00,3.42,3,10.26
141,10,1161,Donut,2024-01-29 12:11:00,5.76,3,17.28
142,7,1159,Iced Coffee,2024-03-05 20:31:00,3.42,1,3.42
143,9,1473,Chai Latte,2024-04-17 08:41:00,2.64,1,2.64
144,7,1600,Salad,2024-04-03 01:08:00,5.0,3,15.0
145,1,1321,Iced Coffee,2024-05-27 03:47:00,3.42,2,6.84
146,1,1011,Mocha,2024-01-04 11:41:00,5.01,3,15.03
147,9,1423,Salad,2024-02-12 03:49:00,5.0,2,10.0
148,9,1072,Bagel,2024-05-07 22:06:00,3.94,1,3.94
149,4,1587,Latte,2024-02-20 12:39:00,4.61,2,9.22
150,9,1200,Americano,2024-04-12 06:41:00,2.93,3,8.79
151,3,1521,Sandwich,2024-02-05 18:07:00,5.93,3,17.79
152,7,1504,Salad,2024-06-26 18:43:00,5.0,3,15.0
153,6,1737,Muffin,2024-06-26 05:05:00,4.94,3,14.82
154,8,1687,Mocha,2024-04-08 23:59:00,5.01,3,15.03
155,9,1787,Muffin,2024-02-24 00:42:00,4.94,2,9.88
156,5,1038,Americano,2024-05-30 11:13:00,2.93,3,8.79
157,1,1059,Latte,2024-03-17 02:32:00,4.61,1,4.61
158,3,1577,Green Tea,2024-05-18 01:54:00,2.51,3,7.53
159,10,1320,Muffin,2024-05-02 03:06:00,4.94,2,9.88
160,8,1434,Muffin,2024-03-03 18:15:00,4.94,3,14.82
161,6,1635,Latte,2024-06-22 07:24:00,4.61,3,13.83
162,8,1675,Cappuccino,2024-02-08 12:35:00,4.01,2,8.02
163,9,1407,Sandwich,2024-04-24 07:14:00,5.93,3,17.79
164,4,1385,Mocha,2024-03-11 14:19:00,5.01,2,10.02
165,1,1670,Croissant,2024-06-21 13:35:00,3.58,3,10.74
166,1,1568,Donut,2024-05-10 11:47:00,5.76,1,5.76
167,10,1077,Cappuccino,2024-03-09 13:09:00,4.01,3,12.03
168,4,1193,Cappuccino,2024-06-13 03:00:00,4.01,2,8.02
169,7,1284,Salad,2024-02-17 01:57:00,5.0,1,5.0
170,2,1526,Cappuccino,2024-05-19 21:16:00,4.01,2,8.02
171,3,1523,Iced Coffee,2024-04-08 20:42:00,3.42,3,10.26
172,1,1612,Smoothie,2024-02-27 19:16:00,4.19,1,4.19
173,5,1155,Muffin,2024-02-13 17:13:00,4.94,2,9.88
174,1,1339,Donut,2024-06-12 11:02:00,5.76,1,5.76
175,8,1124,Bagel,2024-03-11 15:04:00,3.94,1,3.94
176,1,1279,Croissant,2024-01-19 11:22:00,3.58,2,7.16
177,1,1621,Cappuccino,2024-01-14 20:29:00,4.01,1,4.01
178,2,1657,Mocha,2024-02-02 22:31:00,5.01,2,10.02
179,2,1727,Salad,2024-05-21 00:42:00,5.0,1,5.0
180,6,1673,Smoothie,2024-02-05 12:01:00,4.19,1,4.19
181,7,1127,Sandwich,2024-04-14 23:57:00,5.93,1,5.93
182,5,1313,Smoothie,2024-04-23 05:54:00,4.19,3,12.57
183,1,1331,Cappuccino,2024-02-20 10:47:00,4.01,3,12.03
184,1,1149,Chai Latte,2024-03-19 04:40:00,2.64,2,5.28
185,3,1453,Cappuccino,2024-02-02 17:55:00,4.01,1,4.01
186,2,1035,Salad,2024-01-29 09:11:00,5.0,2,10.0
187,5,1684,Chai Latte,2024-04-06 04:32:00,2.64,3,7.92
188,10,1419,Cappuccino,2024-03-18 14:07:00,4.01,3,12.03
189,6,1021,Croissant,2024-03-04 19:50:00,3.58,3,10.74
190,7,1205,Mocha,2024-04-12 22:53:00,5.01,3,15.03
191,4,1638,Chai Latte,2024-01-23 21:41:00,2.64,2,5.28
192,7,1355,Iced Coffee,2024-01-06 10:31:00,3.42,1,3.42
193,8,1439,Smoothie,2024-03-15 13:40:00,4.19,2,8.38
194,1,1728,Cappuccino,2024-03-05 00:24:00,4.01,1,4.01
195,6,1095,Smoothie,2024-03-31 08:00:00,4.19,3,12.57
196,8,1163,Cappuccino,2024-01-17 06:30:00,4.01,1,4.01
197,5,1147,Muffin,2024-06-08 18:05:00,4.94,3,14.82
198,4,1529,Muffin,2024-05-28 18:00:00,4.94,2,9.88
199,2,1293,Espresso,2024-02-25 01:07:00,3.52,1,3.52
200,6,1194,Cappuccino,2024-01-25 02:27:00,4.01,2,8.02
201,6,1662,Espresso,2024-05-30 10:10:00,3.52,3,10.56
202,1,1479,Croissant,2024-06-06 10:46:00,3.58,2,7.16
203,9,1122,Bagel,2024-05-27 05:26:00,3.94,3,11.82
204,6,1399,Donut,2024-02-25 06:47:00,5.76,3,17.28
205,3,1698,Latte,2024-02-25 03:52:00,4.61,3,13.83
206,4,1451,Latte,2024-01-02 11:06:00,4.61,2,9.22
207,4,1660,Smoothie,2024-05-12 07:47:00,4.19,2,8.38
208,3,1103,Chai Latte,2024-06-02 21:00:00,2.64,1,2.64
209,10,1754,Cappuccino,2024-01-25 23:45:00,4.01,1,4.01
210,3,1461,Croissant,2024-01-31 03:40:00,3.58,2,7.16
211,3,1742,Sandwich,2024-02-05 22:21:00,5.93,2,11.86
212,4,1717,Americano,2024-05-01 19:51:00,2.93,2,5.86
213,7,1709,Donut,2024-05-17 02:35:00,5.76,2,11.52
214,4,1395,Cappuccino,2024-04-30 16:02:00,4.01,3,12.03
215,9,1336,Cappuccino,2024-01-13 14:53:00,4.01,3,12.03
216,1,1598,Croissant,2024-06-01 09:28:00,3.58,3,10.74
217,8,1141,Croissant,2024-03-09 08:04:00,3.58,2,7.16
218,7,1316,Americano,2024-03-25 20:57:00,2.93,3,8.79
219,2,1710,Latte,2024-01-31 20:02:00,4.61,3,13.83
220,8,1557,Espresso,2024-04-20 13:39:00,3.52,1,3.52
221,1,1799,Bagel,2024-01-22 02:31:00,3.94,1,3.94
222,9,1526,Smoothie,2024-01-17 20:30:00,4.19,3,12.57
223,9,1555,Latte,2024-04-30 19:00:00,4.61,3,13.83
224,2,1400,Americano,2024-03-30 11:08:00,2.93,3,8.79
225,7,1680,Cappuccino,2024-06-21 11:02:00,4.01,2,8.02
226,10,1309,Latte,2024-05-25 06:34:00,4.61,1,4.61
227,3,1494,Mocha,2024-06-15 05:31:00,5.01,1,5.01
228,7,1555,Sandwich,2024-03-11 22:33:00,5.93,1,5.93
229,10,1609,Muffin,2024-04-18 03:46:00,4.94,3,14.82
230,9,1772,Salad,2024-04-01 23:38:00,5.0,2,10.0
231,4,1108,Cappuccino,2024-01-04 14:08:00,4.01,1,4.01
232,1,1794,Bagel,2024-03-24 10:17:00,3.94,1,3.94
233,2,1371,Green Tea,2024-04-16 15:07:00,2.51,2,5.02
234,1,1615,Americano,2024-02-28 21:38:00,2.93,3,8.79
235,5,1767,Iced Coffee,2024-03-15 01:15:00,3.42,3,10.26
236,5,1205,Chai Latte,2024-06-21 20:54:00,2.64,1,2.64
237,7,1042,Donut,2024-06-19 05:14:00,5.76,1,5.76
238,9,1244,Iced Coffee,2024-01-28 06:12:00,3.42,2,6.84
239,9,1286,Sandwich,2024-05-15 00:26:00,5.93,1,5.93
240,3,1354,Latte,2024-03-09 12:27:00,4.61,2,9.22
241,3,1784,Cappuccino,2024-05-06 09:16:00,4.01,1,4.01
242,3,1475,Chai Latte,2024-03-05 12:38:00,2.64,1,2.64
243,4,1082,Chai Latte,2024-01-10 01:03:00,2.64,1,2.64
244,8,1109,Smoothie,2024-01-30 04:11:00,4.19,3,12.57
245,6,1189,Iced Coffee,2024-03-22 15:11:00,3.42,2,6.84
246,8,1799,Croissant,2024-03-01 09:41:00,3.58,2,7.16
247,1,1250,Cappuccino,2024-01-08 23:35:00,4.01,3,12.03
248,8,1723,Sandwich,2024-03-05 02:17:00,5.93,3,17.79
249,4,1290,Smoothie,2024-04-19 08:22:00,4.19,3,12.57
250,1,1644,Croissant,2024-01-04 04:10:00,3.58,2,7.16
251,8,1200,Donut,2024-06-05 19:53:00,5.76,1,5.76
252,4,1796,Salad,2024-06-28 12:23:00,5.0,3,15.0
253,6,1325,Sandwich,2024-06-12 18:36:00,5.93,3,17.79
254,8,1510,Espresso,2024-02-18 13:32:00,3.52,3,10.56
255,4,1408,Bagel,2024-04-02 17:53:00,3.94,1,3.94
256,3,1606,Iced Coffee,2024-01-17 07:45:00,3.42,1,3.42
257,9,1789,Muffin,2024-05-13 20:13:00,4.94,3,14.82
258,3,1507,Donut,2024-04-12 05:20:00,5.76,1,5.76
259,9,1730,Muffin,2024-02-28 22:27:00,4.94,3,14.82
260,2,1600,Salad,2024-05-01 20:34:00,5.0,1,5.0
261,2,1071,Bagel,2024-02-17 09:45:00,3.94,2,7.88
262,2,1246,Croissant,2024-06-11 18:12:00,3.58,2,7.16
263,6,1640,Sandwich,2024-06-23 20:47:00,5.93,1,5.93
264,3,1723,Salad,2024-05-03 15:54:00,5.0,2,10.0
265,9,1607,Smoothie,2024-04-01 12:27:00,4.19,2,8.38
266,4,1586,Bagel,2024-04-07 19:30:00,3.94,2,7.88
267,1,1565,Donut,2024-02-16 18:13:00,5.76,3,17.28
268,4,1343,Espresso,2024-03-10 19:27:00,3.52,1,3.52
269,1,1053,Mocha,2024-04-04 12:16:00,5.01,1,5.01
270,5,1729,Donut,2024-02-22 12:00:00,5.76,1,5.76
271,4,1527,Sandwich,2024-01-22 07:21:00,5.93,2,11.86
272,8,1610,Mocha,2024-01-07 13:20:00,5.01,3,15.03
273,8,1531,Muffin,2024-05-02 03:01:00,4.94,1,4.94
274,7,1557,Green Tea,2024-06-08 07:38:00,2.51,2,5.02
275,3,1192,Americano,2024-05-27 06:16:00,2.93,3,8.79
276,1,1057,Bagel,2024-03-20 20:05:00,3.94,3,11.82
277,1,1436,Americano,2024-01-02 22:52:00,2.93,1,2.93
278,3,1110,Green Tea,2024-02-01 21:43:00,2.51,1,2.51
279,6,1128,Smoothie,2024-02-24 00:12:00,4.19,2,8.38
280,7,1705,Salad,2024-01-17 09:01:00,5.0,1,5.0
281,6,1325,Bagel,2024-03-01 19:16:00,3.94,2,7.88
282,6,1007,Americano,2024-06-12 17:19:00,2.93,3,8.79
283,6,1028,Americano,2024-03-03 19:23:00,2.93,3,8.79
284,3,1111,Iced Coffee,2024-02-13 00:48:00,3.42,3,10.26
285,6,1672,Iced Coffee,2024-02-02 11:11:00,3.42,3,10.26
286,8,1130,Green Tea,2024-02-12 09:04:00,2.51,1,2.51
287,2,1187,Salad,2024-03-23 01:56:00,5.0,1,5.0
288,5,1674,Cappuccino,2024-02-04 11:13:00,4.01,2,8.02
289,1,1708,Donut,2024-05-12 07:23:00,5.76,2,11.52
290,1,1474,Bagel,2024-01-18 15:18:00,3.94,2,7.88
291,5,1363,Sandwich,2024-02-06 01:44:00,5.93,2,11.86
292,3,1203,Espresso,2024-05-08 12:57:00,3.52,2,7.04
293,4,1211,Smoothie,2024-01-15 01:25:00,4.19,3,12.57
294,3,1620,Iced Coffee,2024-01-17 07:59:00,3.42,3,10.26
295,1,1275,Iced Coffee,2024-03-03 01:20:00,3.42,3,10.26
296,1,1072,Mocha,2024-01-04 21:53:00,5.01,2,10.02
297,5,1678,Bagel,2024-04-24 22:22:00,3.94,3,11.82
298,6,1771,Espresso,2024-05-08 05:38:00,3.52,3,10.56
299,3,1242,Bagel,2024-06-23 23:21:00,3.94,3,11.82
300,9,1786,Mocha,2024-05-13 18:31:00,5.01,3,15.03
301,5,1101,Sandwich,2024-05-29 14:22:00,5.93,1,5.93
302,8,1684,Cappuccino,2024-04-27 09:18:00,4.01,2,8.02
303,1,1170,Espresso,2024-01-13 01:39:00,3.52,2,7.04
304,5,1652,Americano,2024-06-18 19:36:00,2.93,1,2.93
305,3,1187,Mocha,2024-01-15 23:24:00,5.01,3,15.03
306,1,1440,Muffin,2024-05-27 22:32:00,4.94,3,14.82
307,4,1085,Smoothie,2024-05-28 20:13:00,4.19,3,12.57
308,5,1475,Americano,2024-05-25 15:35:00,2.93,2,5.86
309,7,1051,Espresso,2024-06-24 15:44:00,3.52,2,7.04
310,1,1110,Muffin,2024-03-03 06:48:00,4.94,2,9.88
311,3,1042,Cappuccino,2024-01-10 09:14:00,4.01,2,8.02
312,2,1210,Donut,2024-04-22 19:01:00,5.76,2,11.52
313,9,1199,Muffin,2024-04-14 07:52:00,4.94,1,4.94
314,10,1751,Iced Coffee,2024-02-06 14:04:00,3.42,2,6.84
315,6,1626,Green Tea,2024-05-29 11:33:00,2.51,3,7.53
316,10,1025,Muffin,2024-04-19 12:04:00,4.94,2,9.88
317,3,1298,Salad,2024-02-26 20:52:00,5.0,1,5.0
318,8,1076,Chai Latte,2024-02-09 05:52:00,2.64,3,7.92
319,8,1136,Croissant,2024-04-05 19:14:00,3.58,1,3.58
320,2,1019,Cappuccino,2024-03-24 23:33:00,4.01,3,12.03
321,6,1439,Croissant,2024-02-18 20:48:00,3.58,2,7.16
322,7,1210,Americano,2024-03-16 09:36:00,2.93,1,2.93
323,2,1751,Bagel,2024-01-14 17:49:00,3.94,3,11.82
324,10,1550,Mocha,2024-01-09 10:13:00,5.01,2,10.02
325,2,1434,Latte,2024-04-17 01:50:00,4.61,3,13.83
326,10,1779,Cappuccino,2024-05-18 05:23:00,4.01,1,4.01
327,1,1206,Chai Latte,2024-02-25 20:31:00,2.64,1,2.64
328,8,1438,Iced Coffee,2024-04-11 13:22:00,3.42,1,3.42
329,1,1778,Mocha,2024-06-25 04:55:00,5.01,1,5.01
330,9,1665,Donut,2024-04-05 20:31:00,5.76,2,11.52
331,6,1041,Smoothie,2024-02-11 18:09:00,4.19,3,12.57
332,7,1410,Donut,2024-03-25 17:26:00,5.76,2,11.52
333,10,1522,Bagel,2024-02-26 17:22:00,3.94,1,3.94
334,7,1609,Donut,2024-02-09 11:15:00,5.76,3,17.28
335,10,1426,Bagel,2024-05-20 14:53:00,3.94,1,3.94
336,3,1274,Latte,2024-05-16 13:49:00,4.61,2,9.22
337,2,1447,Muffin,2024-06-07 12:06:00,4.94,2,9.88
338,9,1741,Croissant,2024-05-18 10:51:00,3.58,2,7.16
339,8,1368,Chai Latte,2024-05-14 15:59:00,2.64,3,7.92
340,10,1219,Bagel,2024-03-17 05:53:00,3.94,3,11.82
341,7,1576,Sandwich,2024-03-05 21:11:00,5.93,1,5.93
342,9,1231,Muffin,2024-01-14 16:12:00,4.94,3,14.82
343,4,1327,Donut,2024-03-21 20:23:00,5.76,3,17.28
344,4,1442,Smoothie,2024-02-10 06:23:00,4.19,2,8.38
345,1,1051,Cappuccino,2024-02-28 15:17:00,4.01,1,4.01
346,8,1375,Green Tea,2024-02-23 23:57:00,2.51,2,5.02
347,3,1262,Chai Latte,2024-06-20 05:19:00,2.64,1,2.64
348,7,1266,Espresso,2024-01-25 09:06:00,3.52,1,3.52
349,2,1358,Sandwich,2024-06-25 12:39:00,5.93,3,17.79
350,2,1316,Americano,2024-02-27 22:12:00,2.93,2,5.86
351,7,1323,Donut,2024-04-12 23:47:00,5.76,3,17.28
352,6,1665,Espresso,2024-04-30 11:58:00,3.52,3,10.56
353,3,1651,Green Tea,2024-03-01 01:52:00,2.51,3,7.53
354,9,1562,Smoothie,2024-03-05 00:59:00,4.19,1,4.19
355,10,1628,Espresso,2024-01-02 10:21:00,3.52,2,7.04
356,6,1420,Donut,2024-02-01 08:16:00,5.76,2,11.52
357,10,1045,Iced Coffee,2024-01-20 13:03:00,3.42,3,10.26
358,10,1599,Chai Latte,2024-04-15 12:22:00,2.64,1,2.64
359,6,1719,Iced Coffee,2024-04-13 01:32:00,3.42,2,6.84
360,1,1268,Latte,2024-06-11 08:16:00,4.61,2,9.22
361,4,1600,Donut,2024-06-05 08:24:00,5.76,3,17.28
362,10,1380,Green Tea,2024-05-12 17:11:00,2.51,1,2.51
363,6,1117,Latte,2024-01-19 13:48:00,4.61,3,13.83
364,6,1565,Latte,2024-01-18 21:31:00,4.61,2,9.22
365,5,1115,Latte,2024-01-22 02:29:00,4.61,1,4.61
366,1,1629,Bagel,2024-05-03 22:53:00,3.94,3,11.82
367,8,1259,Salad,2024-03-19 01:12:00,5.0,2,10.0
368,5,1074,Cappuccino,2024-06-02 05:33:00,4.01,3,12.03
369,5,1479,Sandwich,2024-04-28 00:54:00,5.93,3,17.79
370,7,1304,Bagel,2024-02-21 06:04:00,3.94,3,11.82
371,4,1006,Cappuccino,2024-04-06 17:23:00,4.01,1,4.01
372,6,1365,Sandwich,2024-04-02 09:33:00,5.93,2,11.86
373,4,1633,Green Tea,2024-06-20 05:00:00,2.51,2,5.02
374,3,1522,Salad,2024-06-19 23:41:00,5.0,2,10.0
375,7,1347,Donut,2024-01-22 05:04:00,5.76,2,11.52
376,8,1437,Sandwich,2024-06-16 10:17:00,5.93,1,5.93
377,4,1214,Sandwich,2024-06-11 22:12:00,5.93,3,17.79
378,2,1428,Salad,2024-02-22 01:08:00,5.0,2,10.0
379,10,1790,Sandwich,2024-03-29 10:55:00,5.93,1,5.93
380,3,1497,Croissant,2024-02-29 16:08:00,3.58,3,10.74
381,1,1539,Mocha,2024-02-29 12:48:00,5.01,1,5.01
382,8,1746,Bagel,2024-02-23 13:36:00,3.94,1,3.94
383,3,1366,Espresso,2024-06-22 22:48:00,3.52,2,7.04
384,10,1312,Cappuccino,2024-05-16 13:51:00,4.01,2,8.02
385,7,1537,Bagel,2024-06-04 20:45:00,3.94,3,11.82
386,10,1053,Muffin,2024-04-25 14:17:00,4.94,3,14.82
387,5,1540,Iced Coffee,2024-03-22 13:51:00,3.42,2,6.84
388,10,1466,Bagel,2024-06-23 21:45:00,3.94,1,3.94
389,5,1163,Cappuccino,2024-04-07 01:58:00,4.01,2,8.02
390,7,1781,Smoothie,2024-02-10 17:32:00,4.19,3,12.57
391,9,1333,Latte,2024-04-26 11:31:00,4.61,1,4.61
392,5,1546,Cappuccino,2024-05-11 02:09:00,4.01,1,4.01
